sample_id,customer_id,template_id,text,intent,split,source,dataset_version
S0732,C0240,invoice-06,麻烦确认一下，开票税号要怎么填写。,invoice,train,course-authored-synthetic,1.0.0
S0733,C0155,payment-14,你好，结算时总是提示交易异常？,payment,validation,course-authored-synthetic,1.0.0
S0734,C0249,technical_help-09,你好，如何设置设备参数？,technical_help,train,course-authored-synthetic,1.0.0
S0735,C0143,change_address-07,你好，订单地址少写了门牌号？,change_address,train,course-authored-synthetic,1.0.0
S0736,C0031,change_address-03,我这边的情况是：可以改收货人姓名吗，谢谢。,change_address,train,course-authored-synthetic,1.0.0
S0737,C0012,shipping_status-05,麻烦确认一下，我想看运输状态。,shipping_status,train,course-authored-synthetic,1.0.0
S0738,C0182,return_request-05,七天内退货要怎么操作。,return_request,train,course-authored-synthetic,1.0.0
S0739,C0130,complaint-07,想反馈工作人员的不当行为。,complaint,train,course-authored-synthetic,1.0.0
S0740,C0092,shipping_status-18,麻烦确认一下，运单显示签收但门口没东西。,shipping_status,test,course-authored-synthetic,1.0.0
S0741,C0198,product_info-02,这个型号的尺寸是多少。,product_info,train,course-authored-synthetic,1.0.0
S0742,C0248,payment-08,扫码支付没有成功。,payment,train,course-authored-synthetic,1.0.0
S0743,C0012,shipping_status-05,我想看运输状态。,shipping_status,train,course-authored-synthetic,1.0.0
S0744,C0115,refund_status-02,想请你帮忙：查一下退款处理进度。,refund_status,train,course-authored-synthetic,1.0.0
S0745,C0144,exchange_request-17,我这边的情况是：不要退钱，只把商品换掉，谢谢。,exchange_request,test,course-authored-synthetic,1.0.0
S0746,C0024,complaint-09,想请你帮忙：客服说话不礼貌我要反馈。,complaint,train,course-authored-synthetic,1.0.0
S0747,C0124,technical_help-01,我这边的情况是：蓝牙连接不上怎么办，谢谢。,technical_help,train,course-authored-synthetic,1.0.0
S0748,C0220,return_request-04,你好，收到后不满意要退掉商品？,return_request,train,course-authored-synthetic,1.0.0
S0749,C0187,return_request-02,麻烦确认一下，退货地址在哪里。,return_request,train,course-authored-synthetic,1.0.0
S0750,C0145,exchange_request-19,我这边的情况是：售后请走换新流程，不走退货，谢谢。,exchange_request,test,course-authored-synthetic,1.0.0
S0751,C0139,payment-19,已经扣费却说我还没有完成支付。,payment,test,course-authored-synthetic,1.0.0
S0752,C0039,shipping_status-16,我这边的情况是：不想退款，只想知道包裹在哪，谢谢。,shipping_status,test,course-authored-synthetic,1.0.0
S0753,C0123,technical_help-14,你好，这个功能具体在哪里开启？,technical_help,validation,course-authored-synthetic,1.0.0
S0754,C0252,invoice-16,你好，不是退款，发票上的金额有误？,invoice,test,course-authored-synthetic,1.0.0
S0755,C0256,payment-05,想请你帮忙：付款后订单仍显示未支付。,payment,train,course-authored-synthetic,1.0.0
S0756,C0044,cancel_order-19,麻烦确认一下，没发货的这单请停止履约。,cancel_order,test,course-authored-synthetic,1.0.0
S0757,C0218,product_info-18,我这边的情况是：给门店选设备，哪款支持有线接口，谢谢。,product_info,test,course-authored-synthetic,1.0.0
S0758,C0223,cancel_order-07,订单没出库可以撤单吗。,cancel_order,train,course-authored-synthetic,1.0.0
S0759,C0122,refund_status-13,你好，退款已经同意多久能入账？,refund_status,validation,course-authored-synthetic,1.0.0
S0760,C0196,change_address-05,你好，包裹能改寄另一个地址吗？,change_address,train,course-authored-synthetic,1.0.0
S0761,C0123,technical_help-14,想请你帮忙：这个功能具体在哪里开启。,technical_help,validation,course-authored-synthetic,1.0.0
S0762,C0216,complaint-17,我这边的情况是：物流已经到了，投诉的是客服辱骂，谢谢。,complaint,test,course-authored-synthetic,1.0.0
S0763,C0153,return_request-10,麻烦确认一下，需要上门取件退货。,return_request,train,course-authored-synthetic,1.0.0
S0764,C0188,technical_help-13,想请你帮忙：固件更新卡住了怎么恢复。,technical_help,validation,course-authored-synthetic,1.0.0
S0765,C0224,exchange_request-01,收到的型号不对想换一个。,exchange_request,train,course-authored-synthetic,1.0.0
S0766,C0077,cancel_order-18,未支付的购买记录能撤掉吗。,cancel_order,test,course-authored-synthetic,1.0.0
S0767,C0173,warranty-01,你好，怎么申请保修？,warranty,train,course-authored-synthetic,1.0.0
S0768,C0039,shipping_status-16,想请你帮忙：不想退款，只想知道包裹在哪。,shipping_status,test,course-authored-synthetic,1.0.0
S0769,C0063,complaint-05,你好，我要举报这次服务体验？,complaint,train,course-authored-synthetic,1.0.0
S0770,C0243,payment-15,结账可以分期付款吗。,payment,validation,course-authored-synthetic,1.0.0
S0771,C0077,cancel_order-18,你好，未支付的购买记录能撤掉吗？,cancel_order,test,course-authored-synthetic,1.0.0
S0772,C0164,warranty-05,这台设备需要送修。,warranty,train,course-authored-synthetic,1.0.0
S0773,C0168,refund_status-10,账户里没看到退回款项。,refund_status,train,course-authored-synthetic,1.0.0
S0774,C0216,complaint-17,麻烦确认一下，物流已经到了，投诉的是客服辱骂。,complaint,test,course-authored-synthetic,1.0.0
S0775,C0040,warranty-02,麻烦确认一下，坏了能免费维修吗。,warranty,train,course-authored-synthetic,1.0.0
S0776,C0110,exchange_request-05,我这边的情况是：商品有问题请换新，谢谢。,exchange_request,train,course-authored-synthetic,1.0.0
S0777,C0233,shipping_status-06,你好，快递单号能给我吗？,shipping_status,train,course-authored-synthetic,1.0.0
S0778,C0221,cancel_order-16,麻烦确认一下，不用查物流，请直接取消订单。,cancel_order,test,course-authored-synthetic,1.0.0
S0779,C0180,shipping_status-12,物流停在中转站两天了。,shipping_status,validation,course-authored-synthetic,1.0.0
S0780,C0131,refund_status-06,麻烦确认一下，这笔退款目前什么状态。,refund_status,train,course-authored-synthetic,1.0.0
S0781,C0043,refund_status-00,麻烦确认一下，退款什么时候到账。,refund_status,train,course-authored-synthetic,1.0.0
S0782,C0025,product_info-01,我这边的情况是：准备买之前想了解功能，谢谢。,product_info,train,course-authored-synthetic,1.0.0
S0783,C0145,exchange_request-19,麻烦确认一下，售后请走换新流程，不走退货。,exchange_request,test,course-authored-synthetic,1.0.0
S0784,C0042,product_info-07,我这边的情况是：产品适不适合办公室使用，谢谢。,product_info,train,course-authored-synthetic,1.0.0
S0785,C0057,cancel_order-10,请取消这个预订。,cancel_order,train,course-authored-synthetic,1.0.0
S0786,C0146,shipping_status-01,我这边的情况是：快递已经发出了吗，谢谢。,shipping_status,train,course-authored-synthetic,1.0.0
S0787,C0116,technical_help-06,想请你帮忙：驱动程序在哪里下载。,technical_help,train,course-authored-synthetic,1.0.0
S0788,C0189,unknown-test-06,想请你帮忙：想学习吉他从哪里开始。,unknown,test,course-authored-synthetic,1.0.0
S0789,C0162,unknown-validation-01,你好，能帮我预订一张火车票吗？,unknown,validation,course-authored-synthetic,1.0.0
S0790,C0147,unknown-test-01,你好，给我做一份健身计划？,unknown,test,course-authored-synthetic,1.0.0
S0791,C0123,technical_help-14,我这边的情况是：这个功能具体在哪里开启，谢谢。,technical_help,validation,course-authored-synthetic,1.0.0
S0792,C0155,payment-14,麻烦确认一下，结算时总是提示交易异常。,payment,validation,course-authored-synthetic,1.0.0
S0793,C0007,payment-17,你好，发票以后再说，现在支付失败？,payment,test,course-authored-synthetic,1.0.0
S0794,C0015,cancel_order-03,想请你帮忙：我下错单了现在想撤销。,cancel_order,train,course-authored-synthetic,1.0.0
S0795,C0072,warranty-10,我这边的情况是：怎么预约上门维修，谢谢。,warranty,train,course-authored-synthetic,1.0.0
S0796,C0248,payment-08,麻烦确认一下，扫码支付没有成功。,payment,train,course-authored-synthetic,1.0.0
S0797,C0212,technical_help-15,你好，我想了解操作面板怎么用？,technical_help,validation,course-authored-synthetic,1.0.0
S0798,C0147,unknown-test-01,想请你帮忙：给我做一份健身计划。,unknown,test,course-authored-synthetic,1.0.0
S0799,C0026,technical_help-10,你好，配对一直失败怎么排查？,technical_help,train,course-authored-synthetic,1.0.0
S0800,C0089,unknown-test-02,我这边的情况是：帮我预测足球比赛结果，谢谢。,unknown,test,course-authored-synthetic,1.0.0
S0801,C0106,cancel_order-13,麻烦确认一下，这单尚未出库，帮我撤回。,cancel_order,validation,course-authored-synthetic,1.0.0
S0802,C0194,change_address-01,麻烦确认一下，收件人电话写错了。,change_address,train,course-authored-synthetic,1.0.0
S0803,C0059,refund_status-14,你好，我想跟踪返款状态？,refund_status,validation,course-authored-synthetic,1.0.0
S0804,C0245,technical_help-04,你好，首次开机要怎么配置？,technical_help,train,course-authored-synthetic,1.0.0
S0805,C0114,complaint-14,我这边的情况是：多次推诿处理希望主管介入，谢谢。,complaint,validation,course-authored-synthetic,1.0.0
S0806,C0143,change_address-07,我这边的情况是：订单地址少写了门牌号，谢谢。,change_address,train,course-authored-synthetic,1.0.0
S0807,C0034,payment-10,想请你帮忙：付款验证码收不到。,payment,train,course-authored-synthetic,1.0.0
S0808,C0255,cancel_order-08,我这边的情况是：我不买了请关掉订单，谢谢。,cancel_order,train,course-authored-synthetic,1.0.0
S0809,C0192,unknown-validation-03,你好，中午吃什么比较好？,unknown,validation,course-authored-synthetic,1.0.0
S0810,C0237,technical_help-16,想请你帮忙：不想送修，先教我如何重置。,technical_help,test,course-authored-synthetic,1.0.0
S0811,C0048,complaint-02,想请你帮忙：请给我投诉渠道。,complaint,train,course-authored-synthetic,1.0.0
S0812,C0022,return_request-11,麻烦确认一下，想把收到的货退给你们。,return_request,train,course-authored-synthetic,1.0.0
S0813,C0231,warranty-07,我这边的情况是：请帮我查询维修进度，谢谢。,warranty,train,course-authored-synthetic,1.0.0
S0814,C0228,cancel_order-00,订单还没发货，我要取消。,cancel_order,train,course-authored-synthetic,1.0.0
S0815,C0247,shipping_status-17,没打算取消，想催一下发货。,shipping_status,test,course-authored-synthetic,1.0.0
S0816,C0207,change_address-11,我这边的情况是：给我改一下收件人的手机号，谢谢。,change_address,train,course-authored-synthetic,1.0.0
S0817,C0003,warranty-17,想请你帮忙：不是安装问题，设备损坏需要报修。,warranty,test,course-authored-synthetic,1.0.0
S0818,C0118,payment-11,我这边的情况是：交易被银行拒绝怎么处理，谢谢。,payment,train,course-authored-synthetic,1.0.0
S0819,C0176,payment-16,麻烦确认一下，不是问退款，我遇到重复扣款。,payment,test,course-authored-synthetic,1.0.0
S0820,C0255,cancel_order-08,麻烦确认一下，我不买了请关掉订单。,cancel_order,train,course-authored-synthetic,1.0.0
S0821,C0143,change_address-07,订单地址少写了门牌号。,change_address,train,course-authored-synthetic,1.0.0
S0822,C0087,product_info-06,麻烦确认一下，两款型号有什么区别。,product_info,train,course-authored-synthetic,1.0.0
S0823,C0114,complaint-14,想请你帮忙：多次推诿处理希望主管介入。,complaint,validation,course-authored-synthetic,1.0.0
S0824,C0210,product_info-19,你好，尚未购买，想核对规格是否满足需求？,product_info,test,course-authored-synthetic,1.0.0
S0825,C0110,exchange_request-05,你好，商品有问题请换新？,exchange_request,train,course-authored-synthetic,1.0.0
S0826,C0139,payment-19,你好，已经扣费却说我还没有完成支付？,payment,test,course-authored-synthetic,1.0.0
S0827,C0177,shipping_status-15,我这边的情况是：发出后能追踪包裹吗，谢谢。,shipping_status,validation,course-authored-synthetic,1.0.0
S0828,C0168,refund_status-10,麻烦确认一下，账户里没看到退回款项。,refund_status,train,course-authored-synthetic,1.0.0
S0829,C0215,cancel_order-04,麻烦确认一下，未付款的订单怎么取消。,cancel_order,train,course-authored-synthetic,1.0.0
S0830,C0229,complaint-11,我这边的情况是：告诉我服务投诉电话，谢谢。,complaint,train,course-authored-synthetic,1.0.0
S0831,C0242,return_request-14,我这边的情况是：买错型号，收到后准备寄回退款，谢谢。,return_request,validation,course-authored-synthetic,1.0.0
S0832,C0199,return_request-08,你好，商品寄回商家要走什么流程？,return_request,train,course-authored-synthetic,1.0.0
S0833,C0066,cancel_order-06,想请你帮忙：重复下单想取消一笔。,cancel_order,train,course-authored-synthetic,1.0.0
S0834,C0125,technical_help-08,你好，说明书里这一步看不懂？,technical_help,train,course-authored-synthetic,1.0.0
S0835,C0211,unknown-test-07,能不能帮我规划旅游路线。,unknown,test,course-authored-synthetic,1.0.0
S0836,C0182,return_request-05,我这边的情况是：七天内退货要怎么操作，谢谢。,return_request,train,course-authored-synthetic,1.0.0
S0837,C0021,cancel_order-12,麻烦确认一下，待处理订单需要关闭。,cancel_order,validation,course-authored-synthetic,1.0.0
S0838,C0203,invoice-13,你好，税号填错导致票据无法报销？,invoice,validation,course-authored-synthetic,1.0.0
S0839,C0025,product_info-01,你好，准备买之前想了解功能？,product_info,train,course-authored-synthetic,1.0.0
S0840,C0139,payment-19,麻烦确认一下，已经扣费却说我还没有完成支付。,payment,test,course-authored-synthetic,1.0.0
S0841,C0078,exchange_request-13,能换成同价的另一个规格吗。,exchange_request,validation,course-authored-synthetic,1.0.0
S0842,C0107,change_address-13,想请你帮忙：楼栋号码填反了怎么更正。,change_address,validation,course-authored-synthetic,1.0.0
S0843,C0195,invoice-12,我这边的情况是：已付款想取得报销发票，谢谢。,invoice,validation,course-authored-synthetic,1.0.0
S0844,C0075,invoice-05,我这边的情况是：订单可以开公司发票吗，谢谢。,invoice,train,course-authored-synthetic,1.0.0
S0845,C0226,refund_status-04,你好，已经退货了我想查钱的去向？,refund_status,train,course-authored-synthetic,1.0.0
S0846,C0037,invoice-18,你好，报销需要税务票据，如何申请？,invoice,test,course-authored-synthetic,1.0.0
S0847,C0069,invoice-04,想请你帮忙：发票在哪里下载。,invoice,train,course-authored-synthetic,1.0.0
S0848,C0067,complaint-16,想请你帮忙：不是问退款进度，我要投诉处理态度。,complaint,test,course-authored-synthetic,1.0.0
S0849,C0104,shipping_status-08,显示揽收后一直没有动静。,shipping_status,train,course-authored-synthetic,1.0.0
S0850,C0235,complaint-04,我这边的情况是：客服一直不回复我要投诉，谢谢。,complaint,train,course-authored-synthetic,1.0.0
S0851,C0188,technical_help-13,我这边的情况是：固件更新卡住了怎么恢复，谢谢。,technical_help,validation,course-authored-synthetic,1.0.0
S0852,C0112,refund_status-09,我这边的情况是：售后退款一直显示处理中，谢谢。,refund_status,train,course-authored-synthetic,1.0.0
S0853,C0016,product_info-11,商品支持多大功率。,product_info,train,course-authored-synthetic,1.0.0
S0854,C0093,change_address-17,想请你帮忙：别取消订单，只改收货电话。,change_address,test,course-authored-synthetic,1.0.0
S0855,C0240,invoice-06,想请你帮忙：开票税号要怎么填写。,invoice,train,course-authored-synthetic,1.0.0
S0856,C0072,warranty-10,麻烦确认一下，怎么预约上门维修。,warranty,train,course-authored-synthetic,1.0.0
S0857,C0251,complaint-19,想请你帮忙：普通咨询解决不了，我要求负责人受理服务申诉。,complaint,test,course-authored-synthetic,1.0.0
S0858,C0103,complaint-03,我要找主管反馈服务问题。,complaint,train,course-authored-synthetic,1.0.0
S0859,C0123,technical_help-14,这个功能具体在哪里开启。,technical_help,validation,course-authored-synthetic,1.0.0
S0860,C0190,unknown-validation-05,你好，周末附近有演唱会吗？,unknown,validation,course-authored-synthetic,1.0.0
S0861,C0216,complaint-17,你好，物流已经到了，投诉的是客服辱骂？,complaint,test,course-authored-synthetic,1.0.0
S0862,C0059,refund_status-14,我想跟踪返款状态。,refund_status,validation,course-authored-synthetic,1.0.0
S0863,C0212,technical_help-15,我想了解操作面板怎么用。,technical_help,validation,course-authored-synthetic,1.0.0
S0864,C0066,cancel_order-06,你好，重复下单想取消一笔？,cancel_order,train,course-authored-synthetic,1.0.0
S0865,C0046,invoice-01,发票抬头写错了。,invoice,train,course-authored-synthetic,1.0.0
S0866,C0092,shipping_status-18,你好，运单显示签收但门口没东西？,shipping_status,test,course-authored-synthetic,1.0.0
S0867,C0022,return_request-11,你好，想把收到的货退给你们？,return_request,train,course-authored-synthetic,1.0.0
S0868,C0256,payment-05,付款后订单仍显示未支付。,payment,train,course-authored-synthetic,1.0.0
S0869,C0231,warranty-07,麻烦确认一下，请帮我查询维修进度。,warranty,train,course-authored-synthetic,1.0.0
S0870,C0158,warranty-06,你好，保修期限是多久？,warranty,train,course-authored-synthetic,1.0.0
S0871,C0070,refund_status-15,想请你帮忙：售后退钱现在走到哪一步。,refund_status,validation,course-authored-synthetic,1.0.0
S0872,C0083,complaint-06,想请你帮忙：售后态度让我不满请记录投诉。,complaint,train,course-authored-synthetic,1.0.0
S0873,C0224,exchange_request-01,我这边的情况是：收到的型号不对想换一个，谢谢。,exchange_request,train,course-authored-synthetic,1.0.0
S0874,C0166,change_address-08,想请你帮忙：我要修改收件信息。,change_address,train,course-authored-synthetic,1.0.0
S0875,C0098,refund_status-11,你好，退款银行卡没有入账？,refund_status,train,course-authored-synthetic,1.0.0
S0876,C0199,return_request-08,麻烦确认一下，商品寄回商家要走什么流程。,return_request,train,course-authored-synthetic,1.0.0
S0877,C0211,unknown-test-07,想请你帮忙：能不能帮我规划旅游路线。,unknown,test,course-authored-synthetic,1.0.0
S0878,C0175,product_info-16,麻烦确认一下，不是安装求助，我还在选购型号。,product_info,test,course-authored-synthetic,1.0.0
S0879,C0151,change_address-09,麻烦确认一下，发货之前能更新地址吗。,change_address,train,course-authored-synthetic,1.0.0
S0880,C0120,unknown-test-04,我这边的情况是：请解释月食形成的原因，谢谢。,unknown,test,course-authored-synthetic,1.0.0
S0881,C0093,change_address-17,别取消订单，只改收货电话。,change_address,test,course-authored-synthetic,1.0.0
S0882,C0079,refund_status-07,想请你帮忙：退款金额怎么还没退回来。,refund_status,train,course-authored-synthetic,1.0.0
S0883,C0254,warranty-13,你好，质保范围包含电池吗？,warranty,validation,course-authored-synthetic,1.0.0
S0884,C0102,cancel_order-14,我这边的情况是：预订的货不需要了想退订，谢谢。,cancel_order,validation,course-authored-synthetic,1.0.0
S0885,C0210,product_info-19,麻烦确认一下，尚未购买，想核对规格是否满足需求。,product_info,test,course-authored-synthetic,1.0.0
S0886,C0154,exchange_request-18,我这边的情况是：签收后才发现买小了，想换大一号，谢谢。,exchange_request,test,course-authored-synthetic,1.0.0
S0887,C0134,exchange_request-06,想请你帮忙：能给我重新换一台吗。,exchange_request,train,course-authored-synthetic,1.0.0
S0888,C0225,refund_status-19,你好，钱还没回来，能查资金退回进度吗？,refund_status,test,course-authored-synthetic,1.0.0
S0889,C0161,exchange_request-03,想请你帮忙：换货流程怎么走。,exchange_request,train,course-authored-synthetic,1.0.0
S0890,C0215,cancel_order-04,想请你帮忙：未付款的订单怎么取消。,cancel_order,train,course-authored-synthetic,1.0.0
S0891,C0222,refund_status-05,原路退回的钱还没到账。,refund_status,train,course-authored-synthetic,1.0.0
S0892,C0008,exchange_request-16,我这边的情况是：不是维修，希望直接换货，谢谢。,exchange_request,test,course-authored-synthetic,1.0.0
S0893,C0004,warranty-11,麻烦确认一下，我要登记一个维修工单。,warranty,train,course-authored-synthetic,1.0.0
S0894,C0169,invoice-19,抬头写个人了能改成企业吗。,invoice,test,course-authored-synthetic,1.0.0
S0895,C0107,change_address-13,麻烦确认一下，楼栋号码填反了怎么更正。,change_address,validation,course-authored-synthetic,1.0.0
S0896,C0256,payment-05,我这边的情况是：付款后订单仍显示未支付，谢谢。,payment,train,course-authored-synthetic,1.0.0
S0897,C0129,product_info-00,我这边的情况是：这款产品有哪些规格，谢谢。,product_info,train,course-authored-synthetic,1.0.0
S0898,C0022,return_request-11,想把收到的货退给你们。,return_request,train,course-authored-synthetic,1.0.0
S0899,C0230,return_request-07,想请你帮忙：东西拆开了还能退货吗。,return_request,train,course-authored-synthetic,1.0.0
S0900,C0108,invoice-07,你好，电子发票发到哪里了？,invoice,train,course-authored-synthetic,1.0.0
S0901,C0148,invoice-09,想请你帮忙：请修改发票信息。,invoice,train,course-authored-synthetic,1.0.0
S0902,C0253,technical_help-12,想请你帮忙：重置以后如何重新联网。,technical_help,validation,course-authored-synthetic,1.0.0
S0903,C0172,refund_status-08,你好，我只想查询退款到账时间？,refund_status,train,course-authored-synthetic,1.0.0
S0904,C0116,technical_help-06,驱动程序在哪里下载。,technical_help,train,course-authored-synthetic,1.0.0
S0905,C0197,shipping_status-19,我这边的情况是：能帮我查配送卡在哪一站吗，谢谢。,shipping_status,test,course-authored-synthetic,1.0.0
S0906,C0137,warranty-12,想请你帮忙：机器用了半年坏了能修吗。,warranty,validation,course-authored-synthetic,1.0.0
S0907,C0118,payment-11,麻烦确认一下，交易被银行拒绝怎么处理。,payment,train,course-authored-synthetic,1.0.0
S0908,C0002,cancel_order-02,帮我取消未发出的订单。,cancel_order,train,course-authored-synthetic,1.0.0
S0909,C0054,refund_status-17,麻烦确认一下，不是要重新退货，只查之前退的钱。,refund_status,test,course-authored-synthetic,1.0.0
S0910,C0222,refund_status-05,我这边的情况是：原路退回的钱还没到账，谢谢。,refund_status,train,course-authored-synthetic,1.0.0
S0911,C0253,technical_help-12,你好，重置以后如何重新联网？,technical_help,validation,course-authored-synthetic,1.0.0
S0912,C0009,warranty-18,过了质保期更换零件要多少钱。,warranty,test,course-authored-synthetic,1.0.0
S0913,C0118,payment-11,你好，交易被银行拒绝怎么处理？,payment,train,course-authored-synthetic,1.0.0
S0914,C0055,return_request-00,东西已经收到，想申请退货。,return_request,train,course-authored-synthetic,1.0.0
S0915,C0221,cancel_order-16,你好，不用查物流，请直接取消订单？,cancel_order,test,course-authored-synthetic,1.0.0
S0916,C0015,cancel_order-03,麻烦确认一下，我下错单了现在想撤销。,cancel_order,train,course-authored-synthetic,1.0.0
S0917,C0126,cancel_order-17,我这边的情况是：不是退货，是还没寄出的订单不要了，谢谢。,cancel_order,test,course-authored-synthetic,1.0.0
S0918,C0020,shipping_status-11,货到哪个城市了。,shipping_status,train,course-authored-synthetic,1.0.0
S0919,C0008,exchange_request-16,你好，不是维修，希望直接换货？,exchange_request,test,course-authored-synthetic,1.0.0
S0920,C0093,change_address-17,你好，别取消订单，只改收货电话？,change_address,test,course-authored-synthetic,1.0.0
S0921,C0119,complaint-12,想请你帮忙：请把服务态度问题升级给经理。,complaint,validation,course-authored-synthetic,1.0.0
S0922,C0242,return_request-14,你好，买错型号，收到后准备寄回退款？,return_request,validation,course-authored-synthetic,1.0.0
S0923,C0186,complaint-10,麻烦确认一下，我要对这次服务提出正式投诉。,complaint,train,course-authored-synthetic,1.0.0
S0924,C0050,return_request-01,我这边的情况是：我想把商品退回去，谢谢。,return_request,train,course-authored-synthetic,1.0.0
S0925,C0041,exchange_request-08,我这边的情况是：换货要先寄回旧的吗，谢谢。,exchange_request,train,course-authored-synthetic,1.0.0
S0926,C0219,complaint-18,请对工作人员的敷衍做出处理。,complaint,test,course-authored-synthetic,1.0.0
S0927,C0199,return_request-08,想请你帮忙：商品寄回商家要走什么流程。,return_request,train,course-authored-synthetic,1.0.0
S0928,C0138,warranty-04,想请你帮忙：维修服务网点在哪里。,warranty,train,course-authored-synthetic,1.0.0
S0929,C0255,cancel_order-08,你好，我不买了请关掉订单？,cancel_order,train,course-authored-synthetic,1.0.0
S0930,C0017,technical_help-03,麻烦确认一下，机器如何恢复出厂设置。,technical_help,train,course-authored-synthetic,1.0.0
S0931,C0214,payment-00,我这边的情况是：付款失败怎么办，谢谢。,payment,train,course-authored-synthetic,1.0.0
S0932,C0056,return_request-06,想请你帮忙：请给我办理退货。,return_request,train,course-authored-synthetic,1.0.0
S0933,C0051,payment-09,想请你帮忙：扣款成功却没有订单。,payment,train,course-authored-synthetic,1.0.0
S0934,C0190,unknown-validation-05,我这边的情况是：周末附近有演唱会吗，谢谢。,unknown,validation,course-authored-synthetic,1.0.0
S0935,C0126,cancel_order-17,麻烦确认一下，不是退货，是还没寄出的订单不要了。,cancel_order,test,course-authored-synthetic,1.0.0
S0936,C0077,cancel_order-18,想请你帮忙：未支付的购买记录能撤掉吗。,cancel_order,test,course-authored-synthetic,1.0.0
S0937,C0220,return_request-04,麻烦确认一下，收到后不满意要退掉商品。,return_request,train,course-authored-synthetic,1.0.0
S0938,C0215,cancel_order-04,我这边的情况是：未付款的订单怎么取消，谢谢。,cancel_order,train,course-authored-synthetic,1.0.0
S0939,C0173,warranty-01,想请你帮忙：怎么申请保修。,warranty,train,course-authored-synthetic,1.0.0
S0940,C0083,complaint-06,麻烦确认一下，售后态度让我不满请记录投诉。,complaint,train,course-authored-synthetic,1.0.0
S0941,C0162,unknown-validation-01,我这边的情况是：能帮我预订一张火车票吗，谢谢。,unknown,validation,course-authored-synthetic,1.0.0
S0942,C0206,change_address-16,想请你帮忙：不是催物流，是要改配送地址。,change_address,test,course-authored-synthetic,1.0.0
S0943,C0232,technical_help-18,我这边的情况是：无线连线老掉，能指导设置吗，谢谢。,technical_help,test,course-authored-synthetic,1.0.0
S0944,C0013,refund_status-12,你好，退还款项还在审核吗？,refund_status,validation,course-authored-synthetic,1.0.0
S0945,C0171,unknown-test-03,你能替我订酒店吗。,unknown,test,course-authored-synthetic,1.0.0
S0946,C0144,exchange_request-17,不要退钱，只把商品换掉。,exchange_request,test,course-authored-synthetic,1.0.0
S0947,C0136,product_info-17,不查订单物流，想知道商品是否有现货。,product_info,test,course-authored-synthetic,1.0.0
S0948,C0190,unknown-validation-05,想请你帮忙：周末附近有演唱会吗。,unknown,validation,course-authored-synthetic,1.0.0
S0949,C0183,invoice-03,你好，帮我补开发票？,invoice,train,course-authored-synthetic,1.0.0
S0950,C0158,warranty-06,麻烦确认一下，保修期限是多久。,warranty,train,course-authored-synthetic,1.0.0
S0951,C0121,complaint-15,需要登记一条针对坐席的意见。,complaint,validation,course-authored-synthetic,1.0.0
S0952,C0096,shipping_status-04,你好，发货以后一直没更新物流？,shipping_status,train,course-authored-synthetic,1.0.0
S0953,C0028,product_info-04,下单前想问有没有货。,product_info,train,course-authored-synthetic,1.0.0
S0954,C0184,warranty-15,你好，维修后的设备多久寄回来？,warranty,validation,course-authored-synthetic,1.0.0
S0955,C0181,invoice-11,我这边的情况是：开票金额不对请处理，谢谢。,invoice,train,course-authored-synthetic,1.0.0
S0956,C0131,refund_status-06,这笔退款目前什么状态。,refund_status,train,course-authored-synthetic,1.0.0
S0957,C0241,technical_help-19,你好，按照手册操作仍无法配对，请给排查步骤？,technical_help,test,course-authored-synthetic,1.0.0
S0958,C0100,payment-01,想请你帮忙：支付时提示余额不足。,payment,train,course-authored-synthetic,1.0.0
S0959,C0204,shipping_status-13,麻烦确认一下，快递员大概几点来。,shipping_status,validation,course-authored-synthetic,1.0.0
S0960,C0254,warranty-13,我这边的情况是：质保范围包含电池吗，谢谢。,warranty,validation,course-authored-synthetic,1.0.0
S0961,C0060,return_request-09,你好，这个产品我不要了，已经签收要退？,return_request,train,course-authored-synthetic,1.0.0
S0962,C0013,refund_status-12,麻烦确认一下，退还款项还在审核吗。,refund_status,validation,course-authored-synthetic,1.0.0
S0963,C0049,product_info-15,我这边的情况是：打算采购，能提供参数表吗，谢谢。,product_info,validation,course-authored-synthetic,1.0.0
S0964,C0230,return_request-07,东西拆开了还能退货吗。,return_request,train,course-authored-synthetic,1.0.0
S0965,C0069,invoice-04,发票在哪里下载。,invoice,train,course-authored-synthetic,1.0.0
S0966,C0082,cancel_order-11,麻烦确认一下，还没发出就不要寄了，取消吧。,cancel_order,train,course-authored-synthetic,1.0.0
S0967,C0113,return_request-15,想请你帮忙：包装还在我想办退货手续。,return_request,validation,course-authored-synthetic,1.0.0
S0968,C0040,warranty-02,想请你帮忙：坏了能免费维修吗。,warranty,train,course-authored-synthetic,1.0.0
S0969,C0149,refund_status-18,麻烦确认一下，支付账户没有收到返还的金额。,refund_status,test,course-authored-synthetic,1.0.0
S0970,C0190,unknown-validation-05,麻烦确认一下，周末附近有演唱会吗。,unknown,validation,course-authored-synthetic,1.0.0
S0971,C0254,warranty-13,质保范围包含电池吗。,warranty,validation,course-authored-synthetic,1.0.0
S0972,C0065,change_address-15,想请你帮忙：旧地址不用了请更换目的地。,change_address,validation,course-authored-synthetic,1.0.0
S0973,C0236,shipping_status-10,想请你帮忙：我需要查收货时间。,shipping_status,train,course-authored-synthetic,1.0.0
